Name	Govdirectory URL	Type	Website	source_file
Fatucalo	https://www.govdirectory.org/east-timor/Q1398297/	suco of East Timor		East Timor
Fatudere	https://www.govdirectory.org/east-timor/Q1398305/	suco of East Timor		East Timor
Fatuhada	https://www.govdirectory.org/east-timor/Q1398303/	suco of East Timor		East Timor
Fatukahi	https://www.govdirectory.org/east-timor/Q1398309/	suco of East Timor		East Timor
Fatuleto	https://www.govdirectory.org/east-timor/Q1398307/	suco of East Timor		East Timor
Fatulia	https://www.govdirectory.org/east-timor/Q1398310/	suco of East Timor		East Timor
Fatululic	https://www.govdirectory.org/east-timor/Q498316/	suco of East Timor		East Timor
Fatumaquerec	https://www.govdirectory.org/east-timor/Q1398316/	suco of East Timor		East Timor
Fatumaquerec	https://www.govdirectory.org/east-timor/Q1398317/	suco of East Timor		East Timor
Fatumea	https://www.govdirectory.org/east-timor/Q1397040/	suco of East Timor		East Timor
Fatuquero	https://www.govdirectory.org/east-timor/Q1398324/	suco of East Timor		East Timor
Faturasa	https://www.govdirectory.org/east-timor/Q1398322/	suco of East Timor		East Timor
Faturilau	https://www.govdirectory.org/east-timor/Q1398328/	suco of East Timor		East Timor
Fatuwaque	https://www.govdirectory.org/east-timor/Q1398329/	suco of East Timor		East Timor
Foho-Ai-Lico	https://www.govdirectory.org/east-timor/Q1435172/	suco of East Timor		East Timor
Foholau	https://www.govdirectory.org/east-timor/Q1435176/	suco of East Timor		East Timor
Fohoren	https://www.govdirectory.org/east-timor/Q1435178/	suco of East Timor		East Timor
Fuat	https://www.govdirectory.org/east-timor/Q1472431/	suco of East Timor		East Timor
Fuiloro	https://www.govdirectory.org/east-timor/Q1473076/	suco of East Timor		East Timor
Funar	https://www.govdirectory.org/east-timor/Q1474016/	suco of East Timor		East Timor
Gariuai	https://www.govdirectory.org/east-timor/Q1494278/	suco of East Timor		East Timor
Gildapil	https://www.govdirectory.org/east-timor/Q1524198/	suco of East Timor		East Timor
Goulolo	https://www.govdirectory.org/east-timor/Q1540156/	suco of East Timor		East Timor
Goulolo (Letefoho)	https://www.govdirectory.org/east-timor/Q1540155/	suco of East Timor		East Timor
Gricenfor	https://www.govdirectory.org/east-timor/Q1546235/	suco of East Timor		East Timor
Grotu	https://www.govdirectory.org/east-timor/Q1284623/	suco of East Timor		East Timor
Guda	https://www.govdirectory.org/east-timor/Q1552997/	suco of East Timor		East Timor
Guenu Lai	https://www.govdirectory.org/east-timor/Q998244/	suco of East Timor		East Timor
Gugleur	https://www.govdirectory.org/east-timor/Q1553369/	suco of East Timor		East Timor
Guiço	https://www.govdirectory.org/east-timor/Q1554188/	suco of East Timor		East Timor
Guruça	https://www.govdirectory.org/east-timor/Q1555299/	suco of East Timor		East Timor
Hataz	https://www.govdirectory.org/east-timor/Q1588830/	suco of East Timor		East Timor
Hatolia Vila	https://www.govdirectory.org/east-timor/Q1588930/	suco of East Timor		East Timor
Hatugau	https://www.govdirectory.org/east-timor/Q1589064/	suco of East Timor		East Timor
Haturalan	https://www.govdirectory.org/east-timor/Q1589068/	suco of East Timor		East Timor
Haupu	https://www.govdirectory.org/east-timor/Q1589832/	suco of East Timor		East Timor
Hautoho	https://www.govdirectory.org/east-timor/Q1591413/	suco of East Timor		East Timor
Hera	https://www.govdirectory.org/east-timor/Q1607732/	suco of East Timor		East Timor
Hoholau	https://www.govdirectory.org/east-timor/Q1351020/	suco of East Timor		East Timor
Hohorai	https://www.govdirectory.org/east-timor/Q1624161/	suco of East Timor		East Timor
Holarua	https://www.govdirectory.org/east-timor/Q1442184/	suco of East Timor		East Timor
Holpilat	https://www.govdirectory.org/east-timor/Q1625087/	suco of East Timor		East Timor
Holsa	https://www.govdirectory.org/east-timor/Q1460998/	suco of East Timor		East Timor
Home	https://www.govdirectory.org/east-timor/Q1625912/	suco of East Timor		East Timor
Horai-Quic	https://www.govdirectory.org/east-timor/Q1379782/	suco of East Timor		East Timor
Humboe	https://www.govdirectory.org/east-timor/Q1407946/	suco of East Timor		East Timor
Ilat-Laun	https://www.govdirectory.org/east-timor/Q1658324/	suco of East Timor		East Timor
Ililai	https://www.govdirectory.org/east-timor/Q1275896/	suco of East Timor		East Timor
Iliomar I	https://www.govdirectory.org/east-timor/Q1658525/	suco of East Timor		East Timor
Iliomar II	https://www.govdirectory.org/east-timor/Q1658526/	suco of East Timor		East Timor
Irabin de Baixo	https://www.govdirectory.org/east-timor/Q1672335/	suco of East Timor		East Timor
Irabin de Cima	https://www.govdirectory.org/east-timor/Q1411992/	suco of East Timor		East Timor
Kampung Alor	https://www.govdirectory.org/east-timor/Q1718464/	suco of East Timor		East Timor
Lacao	https://www.govdirectory.org/east-timor/Q1799651/	suco of East Timor		East Timor
Lacawa	https://www.govdirectory.org/east-timor/Q1799657/	suco of East Timor		East Timor
Laclo	https://www.govdirectory.org/east-timor/Q1799781/	suco of East Timor		East Timor
Lacoliu	https://www.govdirectory.org/east-timor/Q1799792/	suco of East Timor		East Timor
Lactos	https://www.govdirectory.org/east-timor/Q1799832/	suco of East Timor		East Timor
Lacumesac	https://www.govdirectory.org/east-timor/Q1249636/	suco of East Timor		East Timor
Lahae	https://www.govdirectory.org/east-timor/Q1800575/	suco of East Timor		East Timor
Lahane Ocidental	https://www.govdirectory.org/east-timor/Q1284124/	suco of East Timor		East Timor
Lahane Oriental	https://www.govdirectory.org/east-timor/Q1800580/	suco of East Timor		East Timor
Lahomea	https://www.govdirectory.org/east-timor/Q1800627/	suco of East Timor		East Timor
Laicore	https://www.govdirectory.org/east-timor/Q63676891/	suco of East Timor		East Timor
Laisorolai de Baixo	https://www.govdirectory.org/east-timor/Q1800758/	suco of East Timor		East Timor
Laisorolai de Cima	https://www.govdirectory.org/east-timor/Q1800760/	suco of East Timor		East Timor
Lalawa	https://www.govdirectory.org/east-timor/Q1638643/	suco of East Timor		East Timor
Laline	https://www.govdirectory.org/east-timor/Q1801240/	suco of East Timor		East Timor
Lalisuc	https://www.govdirectory.org/east-timor/Q1801242/	suco of East Timor		East Timor
Larisula	https://www.govdirectory.org/east-timor/Q1515025/	suco of East Timor		East Timor
Lauala	https://www.govdirectory.org/east-timor/Q1807118/	suco of East Timor		East Timor
Lauana	https://www.govdirectory.org/east-timor/Q1807120/	suco of East Timor		East Timor
Laubono	https://www.govdirectory.org/east-timor/Q1807182/	suco of East Timor		East Timor
Lauhata	https://www.govdirectory.org/east-timor/Q1807623/	suco of East Timor		East Timor
Lausi	https://www.govdirectory.org/east-timor/Q1808501/	suco of East Timor		East Timor
Lavateri	https://www.govdirectory.org/east-timor/Q1808844/	suco of East Timor		East Timor
Lebos	https://www.govdirectory.org/east-timor/Q1811194/	suco of East Timor		East Timor
Leguimea	https://www.govdirectory.org/east-timor/Q1765009/	suco of East Timor		East Timor
Leimea Leten	https://www.govdirectory.org/east-timor/Q1726659/	suco of East Timor		East Timor
Leimea-Craic	https://www.govdirectory.org/east-timor/Q1815190/	suco of East Timor		East Timor
Leimea-Sarinbalo	https://www.govdirectory.org/east-timor/Q1546031/	suco of East Timor		East Timor
Lelalai	https://www.govdirectory.org/east-timor/Q1816604/	suco of East Timor		East Timor
Lelaufe	https://www.govdirectory.org/east-timor/Q1607057/	suco of East Timor		East Timor
Leo-Hat	https://www.govdirectory.org/east-timor/Q1818445/	suco of East Timor		East Timor
Leohito	https://www.govdirectory.org/east-timor/Q1818833/	suco of East Timor		East Timor
Leolima	https://www.govdirectory.org/east-timor/Q1531416/	suco of East Timor		East Timor
Leolima	https://www.govdirectory.org/east-timor/Q1818842/	suco of East Timor		East Timor
Leorema	https://www.govdirectory.org/east-timor/Q1820006/	suco of East Timor		East Timor
Leotala	https://www.govdirectory.org/east-timor/Q1820010/	suco of East Timor		East Timor
Lepo	https://www.govdirectory.org/east-timor/Q1820091/	suco of East Timor		East Timor
Lessuata	https://www.govdirectory.org/east-timor/Q1820949/	suco of East Timor		East Timor
Letefoho	https://www.govdirectory.org/east-timor/Q1821053/	suco of East Timor		East Timor
Letemumo	https://www.govdirectory.org/east-timor/Q1388533/	suco of East Timor		East Timor
Leuro	https://www.govdirectory.org/east-timor/Q1821608/	suco of East Timor		East Timor
Liaruca	https://www.govdirectory.org/east-timor/Q1822772/	suco of East Timor		East Timor
Libagua	https://www.govdirectory.org/east-timor/Q1822779/	suco of East Timor		East Timor
Lifau	https://www.govdirectory.org/east-timor/Q1674323/	suco of East Timor		East Timor
Lifau	https://www.govdirectory.org/east-timor/Q1824412/	suco of East Timor		East Timor
Liho	https://www.govdirectory.org/east-timor/Q976162/	suco of East Timor		East Timor
Lisapat	https://www.govdirectory.org/east-timor/Q1827842/	suco of East Timor		East Timor
Lissadila	https://www.govdirectory.org/east-timor/Q1269870/	suco of East Timor		East Timor
Liurai	https://www.govdirectory.org/east-timor/Q1508653/	suco of East Timor		East Timor
Liurai	https://www.govdirectory.org/east-timor/Q1756218/	suco of East Timor		East Timor
Liurai	https://www.govdirectory.org/east-timor/Q1866138/	suco of East Timor		East Timor
Liurai	https://www.govdirectory.org/east-timor/Q1866139/	suco of East Timor		East Timor
Loi Ulo	https://www.govdirectory.org/east-timor/Q1757842/	suco of East Timor		East Timor
Loi-Huno	https://www.govdirectory.org/east-timor/Q1240222/	suco of East Timor		East Timor
Loidahar	https://www.govdirectory.org/east-timor/Q1393601/	suco of East Timor		East Timor
Loilubo	https://www.govdirectory.org/east-timor/Q1722161/	suco of East Timor		East Timor
Lontas	https://www.govdirectory.org/east-timor/Q1869646/	suco of East Timor		East Timor
Lore I	https://www.govdirectory.org/east-timor/Q1869940/	suco of East Timor		East Timor
Lore II	https://www.govdirectory.org/east-timor/Q1869943/	suco of East Timor		East Timor
Lour	https://www.govdirectory.org/east-timor/Q1872270/	suco of East Timor		East Timor
Lour	https://www.govdirectory.org/east-timor/Q1872268/	suco of East Timor		East Timor
Lourba	https://www.govdirectory.org/east-timor/Q1872272/	suco of East Timor		East Timor
Luca	https://www.govdirectory.org/east-timor/Q1872941/	suco of East Timor		East Timor
Luculai	https://www.govdirectory.org/east-timor/Q1269316/	suco of East Timor		East Timor
Lupal	https://www.govdirectory.org/east-timor/Q1750444/	suco of East Timor		East Timor
Luro	https://www.govdirectory.org/east-timor/Q21538608/	suco of East Timor		East Timor
Ma'abat	https://www.govdirectory.org/east-timor/Q1882152/	suco of East Timor		East Timor
Macadade	https://www.govdirectory.org/east-timor/Q1882500/	suco of East Timor		East Timor
Macadique	https://www.govdirectory.org/east-timor/Q1882501/	suco of East Timor		East Timor
Macadique de Cima	https://www.govdirectory.org/east-timor/Q124746196/	suco of East Timor		East Timor
Macalaco	https://www.govdirectory.org/east-timor/Q1484245/	suco of East Timor		East Timor
Madabeno	https://www.govdirectory.org/east-timor/Q1883098/	suco of East Timor		East Timor
Madohi	https://www.govdirectory.org/east-timor/Q62010566/	suco of East Timor		East Timor
Maina I	https://www.govdirectory.org/east-timor/Q1885546/	suco of East Timor		East Timor
Maina II	https://www.govdirectory.org/east-timor/Q1885549/	suco of East Timor		East Timor
Malabe	https://www.govdirectory.org/east-timor/Q1727533/	suco of East Timor		East Timor
Malelat	https://www.govdirectory.org/east-timor/Q1887123/	suco of East Timor		East Timor
Malilait	https://www.govdirectory.org/east-timor/Q1271383/	suco of East Timor		East Timor
Maliubu	https://www.govdirectory.org/east-timor/Q2776181/	suco of East Timor		East Timor
Maluro	https://www.govdirectory.org/east-timor/Q1150648/	suco of East Timor		East Timor
Maluru	https://www.govdirectory.org/east-timor/Q1887896/	suco of East Timor		East Timor
Manehat	https://www.govdirectory.org/east-timor/Q1889133/	suco of East Timor		East Timor
Manelima	https://www.govdirectory.org/east-timor/Q1393058/	suco of East Timor		East Timor
Manelobas	https://www.govdirectory.org/east-timor/Q1726655/	suco of East Timor		East Timor
Manetú	https://www.govdirectory.org/east-timor/Q1689436/	suco of East Timor		East Timor
Manlala	https://www.govdirectory.org/east-timor/Q1890521/	suco of East Timor		East Timor
Manleuana	https://www.govdirectory.org/east-timor/Q28247842/	suco of East Timor		East Timor
Mantelolão	https://www.govdirectory.org/east-timor/Q65240838/	suco of East Timor		East Timor
Manucassa	https://www.govdirectory.org/east-timor/Q1891378/	suco of East Timor		East Timor
Manumera	https://www.govdirectory.org/east-timor/Q1708092/	suco of East Timor		East Timor
Manusae	https://www.govdirectory.org/east-timor/Q1701088/	suco of East Timor		East Timor
Manutaci	https://www.govdirectory.org/east-timor/Q1658900/	suco of East Timor		East Timor
Mape	https://www.govdirectory.org/east-timor/Q1892027/	suco of East Timor		East Timor
Maquili	https://www.govdirectory.org/east-timor/Q1647076/	suco of East Timor		East Timor
Mascarenhas (Vera Cruz)	https://www.govdirectory.org/east-timor/Q1585836/	suco of East Timor		East Timor
Matahoi	https://www.govdirectory.org/east-timor/Q1634919/	suco of East Timor		East Timor
Matai	https://www.govdirectory.org/east-timor/Q1908032/	suco of East Timor		East Timor
Matata	https://www.govdirectory.org/east-timor/Q1908080/	suco of East Timor		East Timor
Matorec	https://www.govdirectory.org/east-timor/Q1908909/	suco of East Timor		East Timor
Mau-Nuno	https://www.govdirectory.org/east-timor/Q1910931/	suco of East Timor		East Timor
Mau-Ubo	https://www.govdirectory.org/east-timor/Q1910935/	suco of East Timor		East Timor
Mau-Ulo	https://www.govdirectory.org/east-timor/Q1637974/	suco of East Timor		East Timor
Maubaralissa	https://www.govdirectory.org/east-timor/Q1649883/	suco of East Timor		East Timor
Maubisse (Suco)	https://www.govdirectory.org/east-timor/Q106328835/	suco of East Timor		East Timor
Mauchiga	https://www.govdirectory.org/east-timor/Q1910960/	suco of East Timor		East Timor
Maudemo	https://www.govdirectory.org/east-timor/Q1672684/	suco of East Timor		East Timor
Maulau	https://www.govdirectory.org/east-timor/Q1911059/	suco of East Timor		East Timor
Maumeta	https://www.govdirectory.org/east-timor/Q1292888/	suco of East Timor		East Timor
Maumeta (Bazartete)	https://www.govdirectory.org/east-timor/Q1911127/	suco of East Timor		East Timor
Maun-Fahe	https://www.govdirectory.org/east-timor/Q1911133/	suco of East Timor		East Timor
Mehara	https://www.govdirectory.org/east-timor/Q1917198/	suco of East Timor		East Timor
Meligo	https://www.govdirectory.org/east-timor/Q1919326/	suco of East Timor		East Timor
Mertuto	https://www.govdirectory.org/east-timor/Q1922145/	suco of East Timor		East Timor
Metagou	https://www.govdirectory.org/east-timor/Q1924766/	suco of East Timor		East Timor
Meti Aut	https://www.govdirectory.org/east-timor/Q1522695/	suco of East Timor		East Timor
